bugid,status,pri,,,,,,,
162923,Fixed,1,,,,,,,
162926,Fixed,1,,,,,,,
162927,Fixed,2,,,,,,,
162928,Verified,1,,,,,,,
162930,Fixed,2,,,,,,,
162931,Fixed,2,,,,,,,
162932,Assigned,2,,,,,,,
162939,Verified,1,,,,,,,
162942,Fixed,2,,,,,,,
162953,Fixed,3,,,,,,,
162960,Verified,2,,,,,,,
162961,Fixed,2,,,,,,,
162962,Fixed,2,,,,,,,
162964,Verified,3,,,,,,,
162967,Fixed,2,,,,,,,
162971,Fixed,2,,,,,,,
162976,Untriaged,2,,,,,,,
162978,Assigned,2,,,,,,,
162981,Verified,1,,,,,,,
162982,Fixed,2,,,,,,,
162993,WontFix,3,,,,,,,
162997,Verified,2,,,,,,,
163002,Verified,2,,,,,,,
163007,Verified,1,,,,,,,
163008,Fixed,2,,,,,,,
163014,Fixed,2,,,,,,,
163021,Fixed,1,,,,,,,
163022,Fixed,2,,,,,,,
163024,Fixed,3,,,,,,,
163030,Fixed,2,,,,,,,
163045,Verified,1,,,,,,,
163046,Fixed,2,,,,,,,
163057,Assigned,2,,,,,,,
163060,Fixed,2,,,,,,,
163062,Fixed,1,,,,,,,
163063,Fixed,2,,,,,,,
163072,Fixed,2,,,,,,,
163073,Fixed,2,,,,,,,
163075,Verified,3,,,,,,,
163076,Verified,3,,,,,,,
163091,Fixed,2,,,,,,,
163093,Fixed,2,,,,,,,
163096,Fixed,2,,,,,,,
163097,Assigned,2,,,,,,,
163104,Fixed,Bug,,,,,,,
163105,Fixed,1,,,,,,,
163107,Fixed,2,,,,,,,
163111,WontFix,2,,,,,,,
163130,Fixed,1,,,,,,,
163145,Verified,1,,,,,,,
163147,Verified,1,,,,,,,
163156,Verified,2,,,,,,,
163157,Fixed,2,,,,,,,
163162,Fixed,2,,,,,,,
163170,Verified,3,,,,,,,
163175,Verified,2,,,,,,,
163181,Fixed,2,,,,,,,
163192,Verified,1,,,,,,,
163196,Fixed,2,,,,,,,
163200,Fixed,1,,,,,,,
163204,Verified,1,,,,,,,
163208,Fixed,2,,,,,,,
163209,Fixed,2,,,,,,,
163215,Fixed,2,,,,,,,
163217,Untriaged,2,,,,,,,
163227,Fixed,3,,,,,,,
163228,Fixed,2,,,,,,,
163231,Verified,UI,,,,,,,
163234,Fixed,2,,,,,,,
163237,Verified,1,,,,,,,
163246,Fixed,2,,,,,,,
163247,Untriaged,2,,,,,,,
163248,Fixed,2,,,,,,,
163252,Verified,1,,,,,,,
163253,Verified,2,,,,,,,
163279,Verified,1,,,,,,,
163281,Verified,2,,,,,,,
163285,Fixed,2,,,,,,,
163295,Verified,1,,,,,,,
163303,Verified,3,,,,,,,
163307,Verified,3,,,,,,,
163308,Verified,3,,,,,,,
163314,Started,1,,,,,,,
163318,Verified,2,,,,,,,
163320,Fixed,2,,,,,,,
163324,Verified,2,,,,,,,
163335,Fixed,1,,,,,,,
163349,Fixed,2,,,,,,,
163357,Started,Bug,,,,,,,
163372,Verified,2,,,,,,,
163374,Assigned,1,,,,,,,
163377,Verified,2,,,,,,,
163379,Fixed,2,,,,,,,
163385,Verified,2,,,,,,,
163387,Fixed,2,,,,,,,
163409,Fixed,2,,,,,,,
163410,Fixed,2,,,,,,,
163411,Fixed,2,,,,,,,
163413,Assigned,1,,,,,,,
163420,Assigned,2,,,,,,,
163425,Fixed,2,,,,,,,
163428,Assigned,3,,,,,,,
163429,Fixed,2,,,,,,,
163430,Fixed,2,,,,,,,
163439,Verified,1,,,,,,,
163454,Fixed,2,,,,,,,
163455,Fixed,2,,,,,,,
163458,Fixed,2,,,,,,,
163465,Fixed,2,,,,,,,
163466,Fixed,2,,,,,,,
163469,Fixed,2,,,,,,,
163480,Fixed,2,,,,,,,
163482,Fixed,2,,,,,,,
163486,Verified,3,,,,,,,
163491,Fixed,1,,,,,,,
163494,Fixed,2,,,,,,,
163503,Fixed,1,,,,,,,
163504,Fixed,2,,,,,,,
163505,Fixed,1,,,,,,,
163506,Fixed,2,,,,,,,
163508,Fixed,1,,,,,,,
163516,Fixed,2,,,,,,,
163518,Verified,1,,,,,,,
163523,Untriaged,2,,,,,,,
163526,Fixed,2,,,,,,,
163531,Verified,1,,,,,,,
163535,Verified,3,,,,,,,
163540,Fixed,0,,,,,,,
163542,Verified,0,,,,,,,
163544,Verified,3,,,,,,,
163545,Verified,3,,,,,,,
163546,Verified,2,,,,,,,
163548,Fixed,1,,,,,,,
163554,Fixed,2,,,,,,,
163558,Verified,3,,,,,,,
163559,Fixed,2,,,,,,,
163582,Verified,1,,,,,,,
163603,Fixed,3,,,,,,,
163606,Fixed,2,,,,,,,
163607,Fixed,2,,,,,,,
163611,Fixed,2,,,,,,,
163617,Fixed,2,,,,,,,
163618,Fixed,2,,,,,,,
163626,Fixed,2,,,,,,,
163629,Fixed,2,,,,,,,
163630,Duplicate,2,,,,,,,
163636,Verified,1,,,,,,,
163637,Verified,1,,,,,,,
163641,Fixed,2,,,,,,,
163642,Verified,1,,,,,,,
163646,Verified,1,,,,,,,
163652,Verified,1,,,,,,,
163658,Verified,2,,,,,,,
163661,Duplicate,2,,,,,,,
163665,Fixed,2,,,,,,,
163671,Fixed,3,,,,,,,
163674,Fixed,3,,,,,,,
163678,Fixed,2,,,,,,,
163680,Fixed,2,,,,,,,
163681,Verified,1,,,,,,,
163690,Verified,2,,,,,,,
163691,Verified,2,,,,,,,
163694,Fixed,2,,,,,,,
163697,WontFix,2,,,,,,,
163698,Fixed,2,,,,,,,
163703,Fixed,2,,,,,,,
163706,Fixed,1,,,,,,,
163708,Verified,3,,,,,,,
163710,Verified,1,,,,,,,
163711,Verified,1,,,,,,,
163713,Fixed,2,,,,,,,
163718,Verified,Bug,,,,,,,
163719,Fixed,2,,,,,,,
163722,Available,2,,,,,,,
163728,WontFix,2,,,,,,,
163730,Verified,1,,,,,,,
163731,Verified,2,,,,,,,
163733,Fixed,2,,,,,,,
163737,Fixed,1,,,,,,,
163739,Fixed,1,,,,,,,
163744,Fixed,2,,,,,,,
163755,Fixed,2,,,,,,,
163760,Verified,2,,,,,,,
163766," it never remembers the previous directory you used. The second \""Browse\"" button"," always remembers the last directory you used.""",,Fixed,Bug,2,Windows,,
163769,Verified,1,,,,,,,
163770,Fixed,2,,,,,,,
163774,Fixed,2,,,,,,,
163778,Fixed,1,,,,,,,
163785,Fixed,1,,,,,,,
163795,Assigned,2,,,,,,,
163804,Verified,2,,,,,,,
163807,Fixed,2,,,,,,,
163810,Verified,1,,,,,,,
163812,Verified,1,,,,,,,
163820,Fixed,3,,,,,,,
163841,Fixed,2,,,,,,,
163844,Verified,3,,,,,,,
163846,Verified,3,,,,,,,
163855,Fixed,2,,,,,,,
163856,Fixed,2,,,,,,,
163860,Fixed,1,,,,,,,
163861,Fixed,3,,,,,,,
163862,Assigned,2,,,,,,,
163864,Fixed,2,,,,,,,
163872,Fixed,2,,,,,,,
163880,Assigned,3,,,,,,,
163882,Assigned,2,,,,,,,
163884,Assigned,2,,,,,,,
163895,Fixed,2,,,,,,,
163896,Fixed,2,,,,,,,
163902,Fixed,2,,,,,,,
163904,Fixed,2,,,,,,,
163922,Assigned,2,,,,,,,
163924,Assigned,2,,,,,,,
163925,Fixed,1,,,,,,,
163929,Fixed,3,,,,,,,
163931,Fixed,2,,,,,,,
163932,Fixed,2,,,,,,,
163940,Fixed,2,,,,,,,
163941,Verified,1,,,,,,,
163942,Fixed,1,,,,,,,
163958,Verified,2,,,,,,,
163961,Verified,2,,,,,,,
163964,Assigned,2,,,,,,,
163980,Fixed,2,,,,,,,
163981,Fixed,2,,,,,,,
163988,Verified,1,,,,,,,
163993,Duplicate,2,,,,,,,
163998,Fixed,2,,,,,,,
163999,Started,1,,,,,,,
164000,Verified,2,,,,,,,
164002,Verified,2,,,,,,,
164003,Fixed,2,,,,,,,
164005,Verified,1,,,,,,,
164009,Fixed,1,,,,,,,
164015,Fixed,1,,,,,,,
164018,Fixed,2,,,,,,,
164022,Fixed,1,,,,,,,
164023,Fixed,2,,,,,,,
164025,Fixed,2,,,,,,,
164030,Available,2,,,,,,,
164036,Fixed,1,,,,,,,
164040,Verified,2,,,,,,,
164047,Verified,2,,,,,,,
164049,Fixed,2,,,,,,,
164052,Verified,1,,,,,,,
164057,Verified,2,,,,,,,
164058,Fixed,2,,,,,,,
164061,Verified,1,,,,,,,
164066,Verified,2,,,,,,,
164067,Verified,2,,,,,,,
164071,Verified,3,,,,,,,
164074,Verified,2,,,,,,,
164079,Fixed,2,,,,,,,
164084,Fixed,1,,,,,,,
164087,Verified,2,,,,,,,
164090,Verified,3,,,,,,,
164091,Fixed,2,,,,,,,
164092,Verified,2,,,,,,,
164095,Fixed,1,,,,,,,
164098,Verified,2,,,,,,,
164100,Verified,2,,,,,,,
164101,Fixed,2,,,,,,,
164106,Verified,1,,,,,,,
164113,Fixed,2,,,,,,,
164114,Fixed,1,,,,,,,
164118,Verified,2,,,,,,,
164120,Fixed,2,,,,,,,
164132,Available,2,,,,,,,
164140,Fixed,3,,,,,,,
164154,Verified,2,,,,,,,
164162,Verified,2,,,,,,,
164165,Verified,2,,,,,,,
164176,Assigned,2,,,,,,,
164178,Assigned,2,,,,,,,
164179,Available,2,,,,,,,
164181,Verified,2,,,,,,,
164183,Fixed,2,,,,,,,
164184,Fixed,3,,,,,,,
164194,Fixed,2,,,,,,,
164198,Fixed,2,,,,,,,
164199,Fixed,2,,,,,,,
164201,Fixed,2,,,,,,,
164206,Fixed,2,,,,,,,
164215,Fixed,2,,,,,,,
164223,Fixed,1,,,,,,,
164227,Assigned,2,,,,,,,
164229,Verified,1,,,,,,,
164235,Fixed,1,,,,,,,
164236,Verified,UI,,,,,,,
164237,Fixed,1,,,,,,,
164242,Verified,1,,,,,,,
164243,Fixed,2,,,,,,,
164248,WontFix,2,,,,,,,
164249,Verified,1,,,,,,,
164250,Verified,1,,,,,,,
164253,Fixed,2,,,,,,,
164262,Verified,1,,,,,,,
164269,Verified,2,,,,,,,
164280,Fixed,2,,,,,,,
164281,Fixed,2,,,,,,,
164284,Fixed,2,,,,,,,
164292,Verified,1,,,,,,,
164294,Fixed,3,,,,,,,
164302,Verified,1,,,,,,,
164303,Assigned,2,,,,,,,
164305,Fixed,2,,,,,,,
164308,Fixed,2,,,,,,,
164309,Duplicate,2,,,,,,,
164313,Fixed,2,,,,,,,
164319,Verified,3,,,,,,,
164322,Fixed,0,,,,,,,
164335,Fixed,2,,,,,,,
164337,Fixed,2,,,,,,,
164338,Verified,2,,,,,,,
164342,Verified,2,,,,,,,
164344,Verified,1,,,,,,,
164346,Verified,3,,,,,,,
164349,Fixed,1,,,,,,,
164361,Fixed,2,,,,,,,
164362,Fixed,2,,,,,,,
164363,Fixed,1,,,,,,,
164367,Fixed,1,,,,,,,
164369,Fixed,2,,,,,,,
164370,Fixed,3,,,,,,,
164375,Duplicate,2,,,,,,,
164377,Verified,2,,,,,,,
164382,Fixed,2,,,,,,,
164383,Fixed,2,,,,,,,
164384,Fixed,2,,,,,,,
164389,Verified,2,,,,,,,
164391,Fixed,2,,,,,,,
164395,Fixed,3,,,,,,,
164398,Fixed,1,,,,,,,
164401,Fixed,3,,,,,,,
164403,Untriaged,2,,,,,,,
164408,Fixed,2,,,,,,,
164414,Fixed,1,,,,,,,
164424,Fixed,2,,,,,,,
164427,Verified,1,,,,,,,
164432,Fixed,2,,,,,,,
164434,Fixed,2,,,,,,,
164435,Verified,1,,,,,,,
164438,Verified,2,,,,,,,
164445,Fixed,2,,,,,,,
164447,Verified,1,,,,,,,
164448,Fixed,2,,,,,,,
164449,Verified,2,,,,,,,
164460,Fixed,2,,,,,,,
164462,Assigned,2,,,,,,,
164470,Fixed,2,,,,,,,
164483,Verified,1,,,,,,,
164485,Verified,2,,,,,,,
164491,Verified,1,,,,,,,
164493,Fixed,2,,,,,,,
164496,Verified,2,,,,,,,
164498,Fixed,2,,,,,,,
164503,Verified,2,,,,,,,
164504,Verified,1,,,,,,,
164516,Verified,1,,,,,,,
164518,Fixed,2,,,,,,,
164522,Verified,1,,,,,,,
164523,Verified,2,,,,,,,
164525,Verified,1,,,,,,,
164532,Fixed,3,,,,,,,
164535,Fixed,2,,,,,,,
164537,Fixed,2,,,,,,,
164538,WontFix,3,,,,,,,
164540,Fixed,2,,,,,,,
164547,Fixed,2,,,,,,,
164555,Assigned,2,,,,,,,
164562,Verified,1,,,,,,,
164563,Fixed,2,,,,,,,
164568,Fixed,Bug,,,,,,,
164584,Fixed,2,,,,,,,
164585,Fixed,2,,,,,,,
164587,Verified,2,,,,,,,
164589,Available,2,,,,,,,
164591,Verified,2,,,,,,,
164598,Verified,1,,,,,,,
164599,Verified,2,,,,,,,
164600,Assigned,All,,,,,,,
164601,Fixed,2,,,,,,,
164603,Fixed,2,,,,,,,
164606,Verified,2,,,,,,,
164609,Fixed,2,,,,,,,
164614,WontFix,2,,,,,,,
164620,Verified,1,,,,,,,
164629,Fixed,2,,,,,,,
164630,Fixed,2,,,,,,,
164631,Verified,2,,,,,,,
164632,Verified,1,,,,,,,
164636,Verified,1,,,,,,,
164643,Fixed,1,,,,,,,
164650,Verified,1,,,,,,,
164651,Verified,2,,,,,,,
164653,Fixed,2,,,,,,,
164655,Fixed,1,,,,,,,
164656,Fixed,2,,,,,,,
164662,Fixed,1,,,,,,,
164667,Verified,2,,,,,,,
164672,Fixed,2,,,,,,,
164675,Fixed,1,,,,,,,
164676,Fixed,2,,,,,,,
164678,Fixed,0,,,,,,,
164682,Fixed,1,,,,,,,
164686,Verified,1,,,,,,,
164688,Fixed,1,,,,,,,
164696,Fixed,2,,,,,,,
164698,Verified,2,,,,,,,
164702,Verified,3,,,,,,,
164710,Fixed,2,,,,,,,
164712,Fixed,2,,,,,,,
164714,Fixed,2,,,,,,,
164719,Assigned,2,,,,,,,
164720,Verified,1,,,,,,,
164724,Fixed,2,,,,,,,
164726,Verified,2,,,,,,,
164728,Fixed,2,,,,,,,
164735,Started,2,,,,,,,
164744,Fixed,1,,,,,,,
164750,Fixed,2,,,,,,,
164752,Fixed,2,,,,,,,
164755,Fixed,2,,,,,,,
164761,Verified,1,,,,,,,
164767,Available,3,,,,,,,
164772,Assigned,2,,,,,,,
164784,Verified,2,,,,,,,
164791,Verified,2,,,,,,,
164795,Fixed,1,,,,,,,
164800,Fixed,2,,,,,,,
164801,Duplicate,2,,,,,,,
164806,Fixed,1,,,,,,,
164812,WontFix,2,,,,,,,
164813,Fixed,3,,,,,,,
164825,Verified,1,,,,,,,
164832,Verified,1,,,,,,,
164835,Available,2,,,,,,,
164840,Verified,3,,,,,,,
164851,Duplicate,2,,,,,,,
164859,Verified,2,,,,,,,
164869,Verified,1,,,,,,,
164873,Verified,1,,,,,,,
164885,Verified,1,,,,,,,
164886,Fixed,2,,,,,,,
164896,Fixed,2,,,,,,,
164903,Verified,1,,,,,,,
164912,Fixed,2,,,,,,,
164914,Fixed,2,,,,,,,
164922,Fixed,2,,,,,,,
164931,Verified,1,,,,,,,
164946,Fixed,0,,,,,,,
164947,Fixed,2,,,,,,,
164955,Fixed,2,,,,,,,
164958,Fixed,0,,,,,,,
164962,Fixed,2,,,,,,,
164964,Fixed,1,,,,,,,
164966,Fixed,2,,,,,,,
164976,Fixed,2,,,,,,,
164977,Fixed,2,,,,,,,
164981,Verified,2,,,,,,,
164990,Fixed,2,,,,,,,
164993,Verified,2,,,,,,,
164997,Fixed,2,,,,,,,
165019,Verified,1,,,,,,,
165020,Verified,1,,,,,,,
165022,Fixed,1,,,,,,,
165030,Fixed,2,,,,,,,
165039,Verified,2,,,,,,,
165063,Verified,2,,,,,,,
165071,Verified,1,,,,,,,
165072,Verified,3,,,,,,,
165073,Fixed,2,,,,,,,
165075,Verified,2,,,,,,,
165088,Verified,2,,,,,,,
165089,Verified,2,,,,,,,
165097,Verified,1,,,,,,,
165099,Fixed,2,,,,,,,
165109,Verified,2,,,,,,,
165110,Verified,3,,,,,,,
165114,Fixed,2,,,,,,,
165117,Fixed,2,,,,,,,
165118,Fixed,2,,,,,,,
165133,Fixed,1,,,,,,,
165135,Fixed,2,,,,,,,
165147,Verified,2,,,,,,,
165154,Verified,2,,,,,,,
165168,Verified,2,,,,,,,
165171,Fixed,1,,,,,,,
165181,Fixed,2,,,,,,,
165193,Fixed,2,,,,,,,
165194,Fixed,3,,,,,,,
165195,Fixed,2,,,,,,,
165197,Fixed,2,,,,,,,
165198,Verified,2,,,,,,,
165201,Verified,2,,,,,,,
165202,Verified,2,,,,,,,
165204,Fixed,2,,,,,,,
165205,Verified,1,,,,,,,
165206,Verified,1,,,,,,,
165207,Verified,1,,,,,,,
165209,Fixed,3,,,,,,,
165214,WontFix,1,,,,,,,
165222,Verified,2,,,,,,,
165237,Fixed,2,,,,,,,
165244,Verified,1,,,,,,,
165246,Fixed,2,,,,,,,
165251,Verified,2,,,,,,,
165252,Fixed,2,,,,,,,
165256,Verified,1,,,,,,,
165258,Available,2,,,,,,,
165263,Verified,3,,,,,,,
165264,Fixed,2,,,,,,,
165266,Verified,1,,,,,,,
165267,Verified,2,,,,,,,
165269,Available,2,,,,,,,
165273,Fixed,2,,,,,,,
165290,Fixed,2,,,,,,,
165294,Fixed,3,,,,,,,
165299,Fixed,2,,,,,,,
165304,Fixed,2,,,,,,,
165309,Verified,1,,,,,,,
165310,Fixed,2,,,,,,,
165316,Assigned,1,,,,,,,
165327,Fixed,3,,,,,,,
165328,Fixed,2,,,,,,,
165336,Fixed,2,,,,,,,
165337,Fixed,2,,,,,,,
165338,Started,2,,,,,,,
165339,Assigned,2,,,,,,,
165346,Verified,2,,,,,,,
165371,Verified,1,,,,,,,
165374,Verified,1,,,,,,,
165379,Verified,1,,,,,,,
165382,Assigned,2,,,,,,,
165383,Fixed,2,,,,,,,
165386,Verified,1,,,,,,,
165387,Verified,1,,,,,,,
165390,Verified,1,,,,,,,
165391,Verified,1,,,,,,,
165393,Verified,1,,,,,,,
165395,Verified,3,,,,,,,
165399,Fixed,2,,,,,,,
165401,WontFix,2,,,,,,,
165408,Verified,1,,,,,,,
165414,Available,2,,,,,,,
165419,Verified,1,,,,,,,
165423,Fixed,3,,,,,,,
165425,Fixed,1,,,,,,,
165426,Fixed,2,,,,,,,
165428,Fixed,2,,,,,,,
165430,Fixed,All,,,,,,,
165436,Verified,1,,,,,,,
165450,Verified,2,,,,,,,
165457,Fixed,2,,,,,,,
165458,Assigned,2,,,,,,,
165468,Untriaged,2,,,,,,,
165483,Fixed,1,,,,,,,
165490,Verified,browsertest,,,,,,,
165493,Verified,1,,,,,,,
165499,Unconfirmed,2,,,,,,,
165515,Verified,1,,,,,,,
165529,Verified,3,,,,,,,
165534,Fixed,3,,,,,,,
165540,Fixed,2,,,,,,,
165542,Fixed,3,,,,,,,
165548,Available,2,,,,,,,
165557,WontFix,2,,,,,,,
165560,Fixed,2,,,,,,,
165570,Fixed,2,,,,,,,
165576,Verified,2,,,,,,,
165577,Verified,2,,,,,,,
165578,Fixed,2,,,,,,,
165580,Fixed,1,,,,,,,
165582,Verified,3,,,,,,,
165590,Fixed,2,,,,,,,
165595,Verified,3,,,,,,,
165596,Verified,2,,,,,,,
165606,Fixed,1,,,,,,,
165608,Fixed,2,,,,,,,
165613,Verified,2,,,,,,,
165614,Verified,1,,,,,,,
165615,Fixed,2,,,,,,,
165618,Fixed,1,,,,,,,
165619,Verified,3,,,,,,,
165620,Verified,3,,,,,,,
165626,Fixed,2,,,,,,,
165630,Fixed,2,,,,,,,
165638,Verified,2,,,,,,,
165641,Fixed,2,,,,,,,
165644,Assigned,2,,,,,,,
165645,Fixed,2,,,,,,,
165648,Verified,2,,,,,,,
165657,Fixed,2,,,,,,,
165662,Verified,2,,,,,,,
165668,Fixed,2,,,,,,,
165671,Duplicate,2,,,,,,,
165677,Verified,1,,,,,,,
165679,Verified,1,,,,,,,
165683,Fixed,2,,,,,,,
165697,Fixed,2,,,,,,,
165698,Fixed,2,,,,,,,
165704,Fixed,2,,,,,,,
165706,Fixed,2,,,,,,,
165709,Verified,1,,,,,,,
165717,Fixed,1,,,,,,,
165720,Fixed,2,,,,,,,
165723,Available,2,,,,,,,
165730,Fixed,2,,,,,,,
165745,Fixed,2,,,,,,,
165747,Fixed,0,,,,,,,
165754,Verified,2,,,,,,,
165757,Fixed,2,,,,,,,
165759,Available,3,,,,,,,
165765,Assigned,2,,,,,,,
165768,Verified,2,,,,,,,
165771,Fixed,2,,,,,,,
165772,Verified,2,,,,,,,
165775,Fixed,2,,,,,,,
165782,Verified,1,,,,,,,
165783,Verified,2,,,,,,,
165788,Verified,1,,,,,,,
165791,Archived,2,,,,,,,
165794,Verified,2,,,,,,,
165796,WontFix,2,,,,,,,
165803,Assigned,2,,,,,,,
165806,Fixed,2,,,,,,,
165808,Fixed,1,,,,,,,
165812,Untriaged,2,,,,,,,
165820,Available,2,,,,,,,
165825,Assigned,3,,,,,,,
165830,Available,2,,,,,,,
165832,Fixed,2,,,,,,,
165835,Fixed,2,,,,,,,
165837,Fixed,2,,,,,,,
165838,Fixed,2,,,,,,,
165839,Verified,1,,,,,,,
165842,Verified,1,,,,,,,
165843,Fixed,2,,,,,,,
165844,Verified,3,,,,,,,
165845,Verified,1,,,,,,,
165849,Verified,1,,,,,,,
165852,Fixed,2,,,,,,,
165858,Fixed,2,,,,,,,
165863,Verified,3,,,,,,,
165868,Verified,1,,,,,,,
165871,Fixed,2,,,,,,,
165873,Verified,2,,,,,,,
165878,Fixed,1,,,,,,,
165881,Fixed,2,,,,,,,
165887,Fixed,2,,,,,,,
165895,Fixed,Bug,,,,,,,
165899,Fixed,2,,,,,,,
165903,Verified,1,,,,,,,
165904,Verified,2,,,,,,,
165910,Verified,1,,,,,,,
165915,Verified,2,,,,,,,
165916,Assigned,2,,,,,,,
165933,Fixed,2,,,,,,,
165935,Unconfirmed,2,,,,,,,
165945,Fixed,2,,,,,,,
165962,Duplicate,2,,,,,,,
165966,Fixed,2,,,,,,,
165967,Fixed,2,,,,,,,
165970,Verified,2,,,,,,,
165977,Fixed,2,,,,,,,
165983,Fixed,2,,,,,,,
165986,Verified,1,,,,,,,
166015,Fixed,2,,,,,,,
166016,Fixed,2,,,,,,,
166020,Started,2,,,,,,,
166022,Fixed,2,,,,,,,
166023,Fixed,2,,,,,,,
166025,Fixed,3,,,,,,,
166026,Available,2,,,,,,,
166027,Fixed,2,,,,,,,
166034,Fixed,1,,,,,,,
166035,Fixed,0,,,,,,,
166037,Fixed,1,,,,,,,
166038,Verified,2,,,,,,,
166046,Duplicate,2,,,,,,,
166055,Verified,25,,,,,,,
166056,Verified,1,,,,,,,
166060,Untriaged,2,,,,,,,
166067,Verified,2,,,,,,,
166068,Fixed,2,,,,,,,
166072,Fixed,2,,,,,,,
166073,Fixed,2,,,,,,,
166075,Verified,2,,,,,,,
166082,Verified,2,,,,,,,
166083,Verified,2,,,,,,,
166084,Fixed,2,,,,,,,
166088,Verified,2,,,,,,,
166094,Fixed,2,,,,,,,
166099,Verified,2,,,,,,,
166103,Verified,3,,,,,,,
166104,Verified,1,,,,,,,
166111,Fixed,2,,,,,,,
166113,Verified,2,,,,,,,
166115,Duplicate,3,,,,,,,
166119,Verified,1,,,,,,,
166139,Verified,2,,,,,,,
166141,Fixed,1,,,,,,,
166142,Verified,1,,,,,,,
166145,Fixed,2,,,,,,,
166148,Fixed,2,,,,,,,
166155,Fixed,2,,,,,,,
166160,Fixed,2,,,,,,,
166161,Fixed,1,,,,,,,
166165,Fixed,2,,,,,,,
166167,Verified,1,,,,,,,
166168,Fixed,1,,,,,,,
166171,Verified,2,,,,,,,
166172,Fixed,0,,,,,,,
166187,Verified,1,,,,,,,
166188,Verified,1,,,,,,,
166189,Available,2,,,,,,,
166192,Verified,1,,,,,,,
166197,Fixed,2,,,,,,,
166201,Fixed,2,,,,,,,
166203,Verified,2,,,,,,,
166206,Verified,2,,,,,,,
166210,Verified,1,,,,,,,
166212,Verified,2,,,,,,,
166219,Assigned,2,,,,,,,
166227,WontFix,2,,,,,,,
166228,Fixed,2,,,,,,,
166233,Verified,2,,,,,,,
166243,Fixed,2,,,,,,,
166248,Fixed,2,,,,,,,
166252,Fixed,2,,,,,,,
166261,Fixed,2,,,,,,,
166268,Fixed,2,,,,,,,
166275,Assigned,3,,,,,,,
166279,Fixed,2,,,,,,,
166282,Fixed,2,,,,,,,
166285,Fixed,1,,,,,,,
166290,Fixed,1,,,,,,,
166296,Verified,1,,,,,,,
166299,Verified,2,,,,,,,
166322,Fixed,2,,,,,,,
166334,Untriaged,2,,,,,,,
166335,Fixed,2,,,,,,,
166338,Fixed,2,,,,,,,
166348,Fixed,2,,,,,,,
166351,Fixed,2,,,,,,,
166372,Fixed,2,,,,,,,
166375,Verified,3,,,,,,,
166385,Verified,2,,,,,,,
166392,Verified,2,,,,,,,
166394,Verified,1,,,,,,,
166396,Fixed,2,,,,,,,
166397,Fixed,1,,,,,,,
166403,Verified,2,,,,,,,
166413,Verified,2,,,,,,,
166419,Assigned,2,,,,,,,
166423,Verified,2,,,,,,,
166426,Verified,2,,,,,,,
166428,Verified,1,,,,,,,
166429,Verified,2,,,,,,,
166440,Fixed,2,,,,,,,
166447,Verified,1,,,,,,,
166451,Available,2,,,,,,,
166454,Duplicate,3,,,,,,,
166465,Fixed,2,,,,,,,
166468,Fixed,1,,,,,,,
166469,Assigned,2,,,,,,,
166470,Duplicate,2,,,,,,,
166473,Verified,1,,,,,,,
166474,Fixed,2,,,,,,,
166477,Verified,1,,,,,,,
166485,Duplicate,2,,,,,,,
166487,Fixed,1,,,,,,,
166488,Fixed,3,,,,,,,
166491,Fixed,2,,,,,,,
166493,Fixed,0,,,,,,,
166496,Fixed,2,,,,,,,
166497,Fixed,2,,,,,,,
166498,Fixed,1,,,,,,,
166503,Fixed,1,,,,,,,
166511,Verified,1,,,,,,,
166514,Duplicate,1,,,,,,,
166516,Assigned,2,,,,,,,
166517,Verified,2,,,,,,,
166521,Fixed,2,,,,,,,
166523,Verified,2,,,,,,,
166525,Verified,2,,,,,,,
166527,Verified,2,,,,,,,
166528,Fixed,2,,,,,,,
166532,Verified,2,,,,,,,
166546,Fixed,2,,,,,,,
166561,Available,2,,,,,,,
166563,Verified,1,,,,,,,
166565,Fixed,All,,,,,,,
166570,Fixed,2,,,,,,,
166571,Fixed,2,,,,,,,
166572,Verified,3,,,,,,,
166576,Fixed,2,,,,,,,
166580,Assigned,1,,,,,,,
166584,Fixed,2,,,,,,,
166586,Verified,2,,,,,,,
166587,Fixed,3,,,,,,,
166588,Verified,1,,,,,,,
166590,Fixed,2,,,,,,,
166593,Assigned,1,,,,,,,
166595,Verified,1,,,,,,,
166619,Assigned,3,,,,,,,
166632,Fixed,2,,,,,,,
166635,Fixed,2,,,,,,,
166640,Fixed,2,,,,,,,
166642,Verified,2,,,,,,,
166650,Verified,1,,,,,,,
166652,Verified,2,,,,,,,
166661,Verified,1,,,,,,,
166664,Verified,2,,,,,,,
166665,Fixed,2,,,,,,,
166671,Started,2,,,,,,,
166679,Verified,2,,,,,,,
166680,Fixed,3,,,,,,,
166683,Verified,1,,,,,,,
166685,Assigned,2,,,,,,,
166689,Started,1,,,,,,,
166694,Fixed,2,,,,,,,
166703,Archived,2,,,,,,,
166704,Assigned,2,,,,,,,
166705,Fixed,2,,,,,,,
166708,Fixed,1,,,,,,,
166709,Untriaged,2,,,,,,,
166715,Verified,1,,,,,,,
166717,Fixed,2,,,,,,,
166722,Closed,2,,,,,,,
166730,Verified,2,,,,,,,
166737,Verified,1,,,,,,,
166738,Verified,2,,,,,,,
166741,Verified,1,,,,,,,
166746,Verified,1,,,,,,,
166752,WontFix,2,,,,,,,
166754,Verified,2,,,,,,,
